store_num,lon,lat,geolocation,description,address,locdate
450,-119.10229,35.33993,"35.33993,-119.10229",Starbucks - CA - Bakersfield [W]  00450,"Bakersfield Marketplace_9000 Ming Avenue_Bakersfield, California 93311_(661) 665-8065",2021-11-18
451,-119.092099,35.399772,"35.399772,-119.092099",Starbucks - CA - Bakersfield [W]  00451,"Coffee & Hageman - Bakersfield_4420 Coffee Road_Bakersfield, California 93308_(661) 587-8786",2021-11-18
452,-119.093446,35.35443543,"35.35443543,-119.093446",Starbucks - CA - Bakersfield [W]  00452,"Coffee & Stockdale Hwy, Bakersfield_8200 Stockdale Highway_Bakersfield, California 93311_661-837-4053",2021-11-18
453,-119.0318787,35.33932363,"35.33932363,-119.0318787",Starbucks - CA - Bakersfield [W]  00453,"Ming & Hwy 99, Bakersfield_2701 Ming Avenue_Bakersfield, California 93304_661-834-8949",2021-11-18
454,-119.02633,35.2959,"35.2959,-119.02633",Starbucks - CA - Bakersfield [W]  00454,"Panama & Colony, Bakersfield_2200 Panama Lane_Bakersfield, California 93301_661-396-0579",2021-11-18
455,-119.0611119,35.35581513,"35.35581513,-119.0611119",Starbucks - CA - Bakersfield [W]  00455,"Stockdale Village - Bakersfield_5620-A California Avenue_Bakersfield, California 93309_(661) 631-0107",2021-11-18
456,-117.97919,34.070196,"34.070196,-117.97919",Starbucks - CA - Baldwin Park  00456,"Baldwin Park & Francisquito_3133 Baldwin Park Blvd_Baldwin Park, California 917064783_626-338-1321",2021-11-18
457,-117.9678991,34.06453371,"34.06453371,-117.9678991",Starbucks - CA - Baldwin Park [WD]  00457,"Puente & Francisquito, Baldwin Park_1620 Puente Avenue_Baldwin Park, California 917065952_626-338-5018",2021-11-18
458,-117.959361,34.072124,"34.072124,-117.959361",Starbucks - CA - Baldwin Park [WD]  00458,"Puente & The 10 Fwy, Baldwin Park_14540 Baldwin Park Towne Center Dr._Baldwin Park, California 917065500_626-337-9935",2021-11-18
459,-116.9467,33.922893,"33.922893,-116.9467",Starbucks - CA - Banning  00459,"Albertsons-Banning #6512_300 S Highland Springs Ave #7_Banning, California 92220_951-769-1779",2021-11-18
460,-116.901641,33.925572,"33.925572,-116.901641",Starbucks - CA - Banning [WD]  00460,"Ramsey & 22nd Street, Banning_2270 West Ramsey Street_Banning, California 922203708_951-922-3830",2021-11-18
461,-117.082899,34.84932,"34.84932,-117.082899",Starbucks - CA - Barstow [WD]  00461,"Lenwood & I-15, Barstow_2834 Lenwood Road_Barstow, California 923119589_760-253-2483",2021-11-18
462,-117.00329,34.89386,"34.89386,-117.00329",Starbucks - CA - Barstow [WD]  00462,"Main & I-15, Barstow_1620 E. Main Street_Barstow, California 923113232_760-255-1604",2021-11-18
463,-117.1152,34.8679,"34.8679,-117.1152",Starbucks - CA - Barstow [W]  00463,"2843 Lenwood Blvd. - Barstow_2849 Lenwood Blvd._Barstow, California 923119587_(760) 253-4474",2021-11-18
464,-116.9771802,33.9472901,"33.9472901,-116.9771802",Starbucks - CA - Beaumont [W]  00464,"14th St. & Beaumont Ave, Beaumont_1420 Beaumont Avenue_Beaumont, California 922234704_951-845-2120",2021-11-18
465,-118.1644993,33.96915012,"33.96915012,-118.1644993",Starbucks - CA - Bell Gardens [WD]  00465,"Eastern & Florence (UCO)_7000-F Eastern Avenue_Bell Gardens, California 90201_323-560-6355",2021-11-18
466,-118.1879268,33.97110355,"33.97110355,-118.1879268",Starbucks - CA - Bell [WD]  00466,"Altantic & Florence, Bell (UCO)_7121 Atlantic Blvd._Bell, California 90201_323-560-4458",2021-11-18
467,-118.1425471,33.87566874,"33.87566874,-118.1425471",Starbucks - CA - Bellflower  00467,"Lakewood & Artesia, Bellflower_17254 Lakewood Blvd._Bellflower, California 907066222_562-804-5338",2021-11-18
468,-122.2753141,37.51969635,"37.51969635,-122.2753141",Starbucks - CA - Belmont  00468,"Safeway-Belmont #1138_1100 El Camino Real_Belmont, California 94002_650-596-1730",2021-11-18
469,-122.2937616,37.51063756,"37.51063756,-122.2937616",Starbucks - CA - Belmont [W]  00469,"Belmont, N. California_1071 Alameda De Las Pulgas_Belmont, California 94002_650-594-9663",2021-11-18
470,-122.2756712,37.52001067,"37.52001067,-122.2756712",Starbucks - CA - Belmont [W]  00470,"Ralston & ElCamino - Belmont_1050-A El Camino Real_Belmont, California 94002_650-654-5533",2021-11-18
471,-122.155398,38.054404,"38.054404,-122.155398",Starbucks - CA - Benicia  00471,"Safeway - Benicia #774_50 Solano Square_Benicia, California 94510",2021-11-18
472,-122.160614,38.047013,"38.047013,-122.160614",Starbucks - CA - Benicia [W]  00472,"Harbor Walk - Benicia_328 First Street_Benicia, California 94510_707-751-3864",2021-11-18
473,-122.1643115,38.06639141,"38.06639141,-122.1643115",Starbucks - CA - Benicia [W]  00473,"Benicia_800 Southampton Drive_Benicia, California 94510_(707) 745-6233",2021-11-18
474,-122.2678041,37.86893429,"37.86893429,-122.2678041",Starbucks - CA - Berkeley [W]  00474,"2224 Shattuck - Berkeley_2224 Shattuck Avenue_Berkeley, California 94704_(510) 843-6806",2021-11-18
475,-122.2798893,37.89132957,"37.89132957,-122.2798893",Starbucks - CA - Berkeley [W]  00475,"Solano Avenue_1799 Solano Avenue_Berkeley, California 94707_(510) 525-5885",2021-11-18
476,-122.2658093,37.87041074,"37.87041074,-122.2658093",Starbucks - CA - Berkeley [W]  00476,"2128 Oxford St._2128 Oxford Street_Berkeley, California 94704_(510) 486-1840",2021-11-18
477,-122.2691698,37.87830521,"37.87830521,-122.2691698",Starbucks - CA - Berkeley [W]  00477,"Shattuck & Cedar - Berkeley_1600 Shattuck Avenue_Berkeley, California 94709_510-848-7155",2021-11-18
478,-118.4024714,34.07037888,"34.07037888,-118.4024714",Starbucks - CA - Beverly Hills [W]  00478,"Beverly Drive_428 North Beverly Drive_Beverly Hills, California 90210_(310) 271-1692",2021-11-18
479,-118.3762488,34.06375507,"34.06375507,-118.3762488",Starbucks - CA - Beverly Hills [W]  00479,"La Cienega & Gregory Way, Beverly H_257 S. La Cienega Blvd._Beverly Hills, California 90211_310-659-9562",2021-11-18
480,-118.409348,34.066963,"34.066963,-118.409348",Starbucks - CA - Beverly Hills [W]  00480,"Beverly Hills Triangle_9844 Wilshire Blvd._Beverly Hills, California 90210_(310) 552-3133",2021-11-18
481,-118.3890518,34.05926463,"34.05926463,-118.3890518",Starbucks - CA - Beverly Hills [W]  00481,"Olympic/Doheny_9049 Olympic Blvd._Beverly Hills, California 90211_(310) 275-0253",2021-11-18
482,-118.3990671,34.06488753,"34.06488753,-118.3990671",Starbucks - CA - Beverly Hills [W]  00482,"South Beverly Drive_202 South Beverly Drive_Beverly Hills, California 90212_(310) 271-2133",2021-11-18
483,-116.8834427,34.2500314,"34.2500314,-116.8834427",Starbucks - CA - Big Bear Lake  00483,"Vons-Big Bear Lake #2374_42170 Big Bear Blvd_Big Bear Lake, California 92532",2021-11-18
484,-116.8827,34.247523,"34.247523,-116.8827",Starbucks - CA - Big Bear Lake [WD]  00484,"Big Bear & Christmas Tree Lane, Big_42140 Big Bear Blvd._Big Bear Lake, California 92315_909-866-3203",2021-11-18
485,-116.9166325,34.2411431,"34.2411431,-116.9166325",Starbucks - CA - Big Bear Lake [W]  00485,"Village & Paine, Big Bear Lake_40568 Village Drive_Big Bear Lake, California 92315_909-878-5094",2021-11-18
486,-118.3957168,37.37398916,"37.37398916,-118.3957168",Starbucks - CA - Bishop  00486,"Safeway-Bishop #1753_1190 N Main St_Bishop, California 93514",2021-11-18
487,-118.395399,37.370454,"37.370454,-118.395399",Starbucks - CA - Bishop [D]  00487,"Main & Sierra, Bishop_905 North Main Street_Bishop, California 935142405_760-872-6582",2021-11-18
488,-117.2086963,34.24696465,"34.24696465,-117.2086963",Starbucks - CA - Blue Jay  00488,"Jensen's Finest Foods-Blue Jay_27264 Highway 189_Blue Jay, California 92317_909-337-8484",2021-11-18
489,-114.58,33.6106,"33.6106,-114.58",Starbucks - CA - Blythe  00489,"Albertsons-Blythe #6587_840 E Hobson Way_Blythe, California 92225",2021-11-18
490,-114.6049189,33.61027149,"33.61027149,-114.6049189",Starbucks - CA - Blythe [D]  00490,"Hobsonway & Lovekin, Blythe_745 W. Hobsonway_Blythe, California 922251514_760-921-8076",2021-11-18
491,-117.032743,32.66077,"32.66077,-117.032743",Starbucks - CA - Bonita  00491,"Vons - Bonita #2130_4404 Bonita Rd_Bonita, California 91902",2021-11-18
492,-117.0228185,32.66938728,"32.66938728,-117.0228185",Starbucks - CA - Bonita [W]  00492,"Bonita & Central, Bonita_5030 Bonita Road_Bonita, California 919021701_619-479-0671",2021-11-18
493,-117.8655885,33.91097754,"33.91097754,-117.8655885",Starbucks - CA - Brea  00493,"Albertsons-Brea #6141_2500 E Imperial Hwy #158_Brea, California 92821_714-671-1180",2021-11-18
494,-117.8524553,33.90938938,"33.90938938,-117.8524553",Starbucks - CA - Brea [WD]  00494,"Valencia & Imperial, Brea_525 Valencia Avenue_Brea, California 928236347_714-528-1254",2021-11-18
495,-117.9007584,33.91886285,"33.91886285,-117.9007584",Starbucks - CA - Brea [W]  00495,"Birch Street Promenade_260 West Birch Street_Brea, California 92821_714-529-2939",2021-11-18
496,-117.9003852,33.91651656,"33.91651656,-117.9003852",Starbucks - CA - Brea [W]  00496,"Brea Gateway_101 West Imperial Highway_Brea, California 92821_714-529-2606",2021-11-18
497,-117.8794047,33.91284579,"33.91284579,-117.8794047",Starbucks - CA - Brea [W]  00497,"Brea II_435 South Associated Road_Brea, California 92821_(714) 529-5288",2021-11-18
498,-121.696199,37.943817,"37.943817,-121.696199",Starbucks - CA - Brentwood  00498,"Brentwood & Nancy - Brentwood_7760 Brentwood Blvd_Brentwood, California 94513_925-634-7941",2021-11-18
499,-121.6905298,37.92551329,"37.92551329,-121.6905298",Starbucks - CA - Brentwood [WD]  00499,"Highway 4 & Balfour - Brentwood_8610 Brentwood Blvd._Brentwood, California 94513_925-516-4581",2021-11-18
500,-121.7285603,37.92537327,"37.92537327,-121.7285603",Starbucks - CA - Brentwood [W]  00500,"Balfour & Fairview & Safeway_3150 Balfour Road_Brentwood, California 94513_925-513-2281",2021-11-18
501,-118.4907091,34.04849301,"34.04849301,-118.4907091",Starbucks - CA - Brentwood [W]  00501,"San Vicente & 26th_13050 San Vicente Blvd._Brentwood, California 90049_(310) 395-8212",2021-11-18
502,-121.7397755,37.94716841,"37.94716841,-121.7397755",Starbucks - CA - Brentwood [W]  00502,"Hwy 4 & Sand Creek - Brentwood_2530 Sand Creek Road_Brentwood, California 94513_925-634-2319",2021-11-18
503,-118.002174,33.858864,"33.858864,-118.002174",Starbucks - CA - Buena Park  00503,"Target Buena Park T-2082_7530 Orangethorpe Ave_Buena Park, California 90621_714-690-0917",2021-11-18
504,-118.030457,33.8318,"33.8318,-118.030457",Starbucks - CA - Buena Park [D]  00504,"Lincoln & Valley View, Buena Park_5897 Lincoln Ave._Buena Park, California 906203461_714-484-0634",2021-11-18
505,-117.9902885,33.84682485,"33.84682485,-117.9902885",Starbucks - CA - Buena Park [WD]  00505,"La Palma & Dale, Buena Park_8231 La Palma Avenue_Buena Park, California 906203205_714-523-7915",2021-11-18
506,-117.9979246,33.85122007,"33.85122007,-117.9979246",Starbucks - CA - Buena Park [W]  00506,"Movieland Wax Museum - Buena Park_7711 Beach Blvd._Buena Park, California 90620_(714) 522-2599",2021-11-18
507,-118.3450331,34.16055473,"34.16055473,-118.3450331",Starbucks - CA - Burbank  00507,"Albertsons-Burbank #6315_3830 W. Verdugo Ave._Burbank, California 91505_818-954-0817",2021-11-18
508,-118.327065,34.1564,"34.1564,-118.327065",Starbucks - CA - Burbank  00508,"Sodexho @ Disney Burbank Video / Co_500 South Buena Vista Street_Burbank, California 91521",2021-11-18
509,-118.3363468,34.15246215,"34.15246215,-118.3363468",Starbucks - CA - Burbank  00509,"Warner Bros Studio Plaza Lobby_3400 Riverside Drive_Burbank, California 91505_818-954-3460",2021-11-18
510,-118.3234391,34.18777364,"34.18777364,-118.3234391",Starbucks - CA - Burbank  00510,"The Great Indoors-Burbank_1301 N Victory Place_Burbank, California 91502",2021-11-18
511,-118.3139848,34.16288161,"34.16288161,-118.3139848",Starbucks - CA - Burbank  00511,"Vons-Burbank #2214_1110 Alameda Ave._Burbank, California 91506",2021-11-18
512,-118.345472,34.15495176,"34.15495176,-118.345472",Starbucks - CA - Burbank  00512,"Vons-Burbank #3083_301 N Pass Ave_Burbank, California 915053859_818-848-9542",2021-11-18
